date,country,traffic_channel,device_type,platform,visits,session_duration,no_of_customers,impressions,views,wishlist_adds,cart_adds,items_purchased
2024-11-14,Spain,Organic,Mobile,Android,3,3.67,1,6270,934,20,59,9
2024-04-03,Spain,Social,Desktop,iOS,3,4.18,3,1722,138,2,5,0
2024-02-12,Spain,Social,Mobile,Android,7,1.96,6,3513,176,4,6,1
2024-07-19,Ireland,Organic,Desktop,Others,3,7.54,1,2286,344,6,31,5
2024-09-21,Spain,Social,Desktop,iOS,4,5.4,1,6641,375,6,19,1
2024-09-22,Italy,Organic,Mobile Web,iOS,2,5.15,1,9136,1222,18,75,14
2024-11-15,Germany,Direct,Desktop,Android,8,8.32,3,9468,2079,37,185,49
2025-09-14,Germany,Paid,Desktop,iOS,8,5.24,2,7499,806,25,53,11
2024-09-04,France,Direct,Mobile,Android,4,5.49,4,2210,369,5,27,7
2024-06-26,United Kingdom,Paid,Desktop,iOS,2,6.04,1,4297,477,18,32,8
2024-06-07,United Kingdom,Paid,Mobile Web,iOS,4,6.22,3,10453,1047,21,61,15
2024-10-29,Italy,Referral,Mobile,iOS,2,2.6,1,5553,581,7,44,9
2024-10-29,United Kingdom,Paid,Tablet,Android,2,2.84,1,6407,660,20,35,5
2024-03-31,Ireland,Referral,Mobile,iOS,1,3.4,1,3224,326,9,11,2
2024-03-26,Germany,Social,Desktop,iOS,6,3.16,2,5615,429,6,24,2
2025-01-06,France,Paid,Mobile Web,iOS,4,3.4,3,1371,103,1,6,1
2024-03-05,Germany,Paid,Desktop,iOS,2,5.78,1,1846,232,5,20,5
2024-02-09,France,Paid,Mobile,Android,1,3.51,1,3376,266,7,14,2
2024-11-10,Germany,Social,Tablet,Android,2,2.4,1,9232,513,8,17,1
2025-04-05,France,Organic,Desktop,iOS,2,12.43,1,7245,1586,61,121,36
2024-03-31,Italy,Organic,Mobile,Android,6,4.73,5,2018,248,3,19,2
2024-02-18,Ireland,Paid,Desktop,Android,2,5.35,1,8355,839,10,44,7
2025-02-21,Spain,Paid,Mobile,iOS,7,4.27,6,5284,458,6,14,2
2025-07-16,France,Organic,Desktop,iOS,6,5.89,5,5437,959,19,79,19
2024-11-23,France,Paid,Tablet,Android,2,4.3,2,8066,729,21,37,6
2025-03-18,Italy,Organic,Desktop,iOS,6,5.04,4,8389,1564,36,167,35
2024-11-29,Germany,Organic,Desktop,Android,5,4.73,3,3616,667,3,49,11
2025-07-25,France,Organic,Mobile,iOS,3,6.9,1,2078,372,11,21,5
2025-09-03,Ireland,Organic,Desktop,Android,4,3.29,2,5304,902,10,61,13
2024-05-24,Spain,Social,Mobile,Android,3,2.45,1,3246,145,1,3,0
2025-09-04,Italy,Referral,Desktop,iOS,5,4.61,5,1038,167,2,14,2
2024-06-05,France,Social,Mobile,iOS,9,3.0,6,8538,417,5,15,0
2024-11-10,United Kingdom,Paid,Tablet,Others,8,2.85,7,5114,587,11,28,4
2025-09-24,Ireland,Organic,Mobile,Android,7,5.89,1,9109,1341,18,94,12
2024-01-24,Ireland,Paid,Desktop,iOS,9,6.26,2,8651,1033,14,76,13
2025-01-26,Italy,Paid,Mobile,iOS,4,3.31,1,8326,685,25,38,6
2025-09-22,Ireland,Organic,Tablet,Android,5,6.04,4,8526,1489,14,130,24
2024-03-01,United Kingdom,Paid,Mobile Web,iOS,7,5.42,1,4327,458,13,24,6
2025-06-23,Ireland,Social,Desktop,iOS,3,5.76,3,6847,490,10,22,3
2024-06-12,Ireland,Paid,Desktop,Android,4,6.42,2,8338,745,13,40,5
2024-05-17,Ireland,Social,Mobile,Android,4,3.94,3,1763,85,4,4,0
2025-02-18,Ireland,Social,Desktop,iOS,11,4.94,2,9561,712,14,30,4
2025-03-03,Spain,Paid,Mobile,iOS,1,2.67,1,5753,503,10,23,2
2024-06-04,Spain,Organic,Desktop,Android,4,5.35,2,1965,342,9,28,10
2025-10-10,Ireland,Paid,Mobile Web,Android,9,2.99,2,4632,302,5,13,1
2025-10-15,Italy,Referral,Desktop,Android,5,5.75,3,2953,320,3,24,6
2025-01-25,Italy,Paid,Mobile,Android,8,1.94,3,6247,517,9,22,3
2025-01-25,Spain,Direct,Desktop,Others,5,8.03,5,8168,1580,21,101,26
2025-06-25,Germany,Referral,Mobile,iOS,3,4.26,1,3372,390,4,25,1
2025-05-23,Germany,Paid,Mobile,Android,2,1.93,2,7585,601,11,23,1
2024-03-29,Spain,Paid,Desktop,Android,6,6.94,6,3745,386,11,27,5
2024-01-12,Ireland,Referral,Tablet,Android,6,3.95,1,6360,732,8,43,7
2024-08-23,France,Organic,Desktop,Android,6,4.75,5,4782,899,23,88,24
2025-05-19,Germany,Organic,Desktop,Others,5,4.26,3,2526,413,7,28,9
2025-07-18,Germany,Direct,Desktop,iOS,3,4.46,1,5251,1578,33,181,51
2024-02-20,Ireland,Referral,Mobile,Android,4,1.86,4,5674,655,12,42,4
2024-06-10,Ireland,Direct,Tablet,Others,4,5.43,2,3691,760,24,76,14
2024-02-17,Germany,Paid,Mobile Web,iOS,5,2.29,1,8447,740,25,42,11
2024-09-30,Ireland,Social,Desktop,Others,2,4.35,2,7113,359,15,14,0
2025-09-22,Spain,CRM,Desktop,iOS,6,5.61,3,3103,799,24,60,20
2024-09-17,Italy,Organic,Desktop,Android,2,4.75,1,4715,774,19,62,15
2025-04-19,Germany,Referral,Mobile Web,Android,6,3.63,5,6922,721,26,40,6
2025-09-16,United Kingdom,Social,Mobile,Android,6,1.44,2,4884,242,11,8,0
2024-10-29,France,CRM,Mobile,Android,6,3.17,1,972,166,1,11,2
2024-02-15,France,Organic,Mobile,Android,4,5.41,2,5988,880,26,47,7
2025-06-08,France,Paid,Desktop,Android,3,7.47,3,10345,1043,23,61,8
2024-05-30,Ireland,Social,Mobile,Android,8,2.22,1,5477,272,4,10,1
2025-02-13,Ireland,Organic,Mobile Web,Android,3,4.36,3,2463,293,8,17,2
2024-02-14,United Kingdom,Organic,Desktop,iOS,4,5.74,4,1349,288,9,35,13
2024-01-30,France,Social,Tablet,Others,6,4.46,5,3741,211,2,6,1
2024-09-25,Germany,CRM,Mobile Web,Android,3,3.97,1,4255,877,17,77,17
2025-01-02,United Kingdom,Organic,Desktop,Android,2,5.99,2,1460,294,11,23,3
2024-09-26,France,Organic,Mobile Web,iOS,3,7.07,2,3704,534,10,28,1
2025-09-13,Italy,Paid,Mobile,iOS,6,3.87,4,8198,681,6,45,7
2025-08-16,France,Organic,Tablet,Android,6,5.99,1,6613,1132,16,68,14
2024-03-26,United Kingdom,Direct,Desktop,iOS,8,7.95,5,8249,2135,25,247,108
2025-08-21,Ireland,Social,Desktop,Android,11,3.11,9,7965,398,5,15,2
2025-03-22,Spain,Social,Desktop,Android,9,2.83,6,9039,559,18,28,4
2024-09-22,Italy,Organic,Desktop,iOS,3,9.02,3,7514,1516,9,113,22
2024-04-06,Germany,Social,Desktop,Others,5,3.77,1,2449,186,4,8,1
2025-10-04,Italy,Social,Desktop,iOS,1,4.67,1,6259,403,16,19,1
2024-05-17,France,Paid,Mobile,Android,3,5.06,2,8267,668,15,28,7
2025-07-26,Germany,Organic,Desktop,Android,6,3.76,5,9290,2051,56,190,43
2025-01-25,Italy,CRM,Mobile,Android,4,5.98,4,5163,928,17,66,14
2025-09-20,France,Social,Desktop,Others,3,5.51,2,1019,62,2,0,0
2024-03-16,Spain,Paid,Mobile,iOS,5,4.64,2,6034,501,16,27,4
2024-02-23,Germany,Social,Mobile Web,Others,5,2.27,4,4405,212,1,6,0
2024-05-21,Italy,Paid,Desktop,iOS,5,7.27,2,8078,872,8,65,16
2024-03-31,Spain,Social,Mobile,Android,5,2.75,1,5732,284,8,9,1
2024-07-17,United Kingdom,Social,Mobile,Others,3,2.59,3,1561,101,3,6,1
2024-01-10,Spain,Paid,Mobile,iOS,5,2.51,4,5156,382,4,20,2
2025-08-26,France,Organic,Desktop,iOS,9,8.28,8,4516,803,14,62,14
2024-03-22,France,Paid,Mobile,Android,5,2.75,4,8086,746,21,33,2
2024-01-16,Spain,Direct,Mobile,Android,7,6.64,5,1238,215,5,17,3
2024-07-31,Germany,Referral,Mobile,Android,8,1.5,1,4340,463,10,34,8
2024-09-19,France,Paid,Mobile Web,iOS,5,6.56,1,7035,635,4,35,6
2024-11-26,Spain,Paid,Mobile Web,Android,6,2.33,5,1088,64,5,2,0
2025-07-27,Ireland,Organic,Mobile Web,iOS,8,6.59,4,3255,497,8,26,4
2024-11-11,Germany,Paid,Mobile,Android,4,2.81,3,4251,433,14,15,4
2024-05-04,United Kingdom,Social,Mobile,iOS,6,4.13,5,6948,499,8,13,2
2025-07-30,France,Paid,Mobile,iOS,8,1.96,8,1926,199,6,18,1
2025-01-05,Ireland,Social,Mobile Web,Android,7,2.09,1,6748,330,4,9,1
2025-03-27,Germany,Referral,Mobile Web,Android,4,3.05,3,7212,730,16,32,4
2024-09-02,Germany,Organic,Desktop,iOS,3,9.82,3,7333,1646,52,148,44
2024-04-05,Spain,Direct,Mobile,iOS,8,7.48,6,5315,892,16,76,17
2025-04-30,Ireland,Organic,Desktop,iOS,4,9.25,4,2630,549,13,51,10
2025-07-31,Germany,Paid,Mobile,Android,1,3.4,1,7570,673,7,44,5
2024-05-09,France,Referral,Desktop,Android,2,5.15,1,1396,211,2,14,1
2025-02-07,Ireland,Paid,Mobile,iOS,3,4.21,3,4645,460,12,28,5
2025-07-23,Italy,Direct,Mobile,Android,7,6.77,1,6974,1173,30,80,15
2025-06-06,France,Social,Tablet,iOS,7,2.82,7,2498,143,1,6,1
2025-10-03,Spain,Social,Mobile Web,Android,6,2.53,4,1584,84,0,2,0
2024-12-05,Spain,Referral,Desktop,iOS,5,5.45,4,7101,861,18,66,18
2024-06-01,Italy,Referral,Desktop,Android,6,5.57,6,3159,385,8,22,5
2025-01-11,Spain,Organic,Mobile,iOS,4,3.46,2,6813,1039,21,67,12
2024-07-09,Ireland,Organic,Mobile,Others,5,4.62,5,5168,652,9,41,7
2024-06-17,Germany,Paid,Mobile Web,Android,3,3.64,3,4385,383,9,22,2
2024-01-02,Ireland,Social,Desktop,Android,7,4.08,5,5167,372,6,16,2
2024-08-11,United Kingdom,Social,Mobile,iOS,6,3.87,5,7545,483,12,13,2
2025-01-17,Germany,Paid,Mobile,iOS,5,4.14,2,3180,340,6,17,3
2025-03-23,Germany,Paid,Tablet,Android,4,0.83,1,11133,1064,9,59,16
2024-12-17,Spain,Organic,Desktop,iOS,10,5.55,9,3497,619,23,58,13
2024-11-01,Italy,CRM,Desktop,Android,6,7.39,5,1059,271,9,29,8
2025-05-11,Ireland,Direct,Desktop,Android,8,6.07,7,7668,1759,37,148,43
2025-05-22,Italy,Organic,Mobile,Android,7,5.42,6,1218,143,3,7,2
2025-09-17,Spain,Organic,Desktop,Others,3,5.94,1,2806,441,4,28,5
2024-11-27,Italy,Social,Mobile Web,iOS,5,3.14,3,3843,184,0,6,0
2025-05-06,Spain,Direct,Desktop,iOS,6,4.88,2,3550,891,17,73,24
2024-10-14,France,Paid,Desktop,Android,6,2.78,6,8057,873,22,49,7
2025-08-11,Spain,Organic,Desktop,iOS,10,8.84,6,10170,1944,41,126,34
2024-05-30,Italy,CRM,Tablet,iOS,4,5.66,3,9101,2203,21,245,73
2024-12-31,United Kingdom,Paid,Mobile,Android,4,3.28,2,6037,635,5,29,5
2024-03-24,Ireland,CRM,Tablet,Android,2,2.65,1,6857,1374,18,114,35
2024-12-18,Italy,Paid,Mobile Web,Others,4,3.76,3,7362,595,12,28,4
2025-09-06,Ireland,Referral,Mobile,Android,8,3.11,6,8354,711,20,42,5
2025-05-30,Ireland,Referral,Mobile Web,Android,2,4.48,1,7442,731,11,30,3
2024-10-08,Ireland,Referral,Tablet,Android,4,3.44,4,3857,439,17,28,6
2024-10-10,Spain,Organic,Desktop,Android,4,7.45,4,3633,505,12,27,5
2025-10-13,United Kingdom,Organic,Mobile,iOS,2,3.52,1,2815,515,13,51,12
2025-01-30,France,Paid,Mobile,Android,6,1.64,5,6435,544,9,24,4
2025-03-14,Ireland,Paid,Desktop,Android,10,5.93,3,2642,254,11,16,1
2024-05-03,Italy,CRM,Desktop,Android,3,5.16,2,11525,2250,69,200,66
2024-04-30,Ireland,Referral,Desktop,Android,6,1.81,6,995,120,0,7,1
2025-05-19,Spain,CRM,Desktop,Android,6,3.4,5,3032,827,19,67,20
2024-12-08,Italy,CRM,Desktop,Android,6,4.21,3,5957,1366,44,109,32
2025-09-19,Germany,Paid,Mobile,iOS,6,5.06,3,1761,198,6,11,2
2024-11-21,Italy,Paid,Tablet,iOS,2,8.19,2,9789,775,7,28,2
2025-10-18,United Kingdom,Paid,Mobile,iOS,4,4.23,3,5702,541,8,23,4
2024-04-24,Italy,Social,Desktop,Android,7,2.2,3,7536,377,2,16,1
2025-03-27,Spain,Organic,Desktop,iOS,3,6.62,2,1695,349,6,23,4
2025-03-13,Spain,Paid,Mobile,Android,5,4.67,5,3923,257,7,6,0
2024-02-21,Germany,Social,Desktop,Android,4,4.34,1,7355,471,13,24,0
2024-12-25,Spain,Direct,Desktop,Android,7,6.33,2,8788,2018,58,184,47
2024-07-07,Ireland,Social,Tablet,iOS,3,4.91,3,8262,544,9,15,2
2024-04-22,United Kingdom,CRM,Mobile,iOS,7,6.34,7,4862,1117,24,109,32
2024-02-08,Italy,Direct,Desktop,iOS,3,7.41,1,3631,883,38,85,25
2024-12-01,United Kingdom,Organic,Desktop,Android,6,6.03,6,1811,397,7,34,9
2025-10-16,Spain,Organic,Mobile Web,Android,7,2.43,4,3895,533,4,28,3
2024-10-14,Germany,Organic,Desktop,iOS,3,9.35,1,10566,2215,24,219,53
2025-06-20,Germany,Organic,Mobile,Android,4,6.43,2,1661,289,15,24,3
2025-07-08,France,Organic,Desktop,Android,7,5.51,7,6867,1293,17,118,32
2024-11-08,Ireland,Paid,Desktop,iOS,9,5.4,4,4384,522,6,33,6
2024-06-20,Ireland,Organic,Mobile,iOS,6,5.73,5,10675,1785,32,124,27
2025-02-24,Italy,Referral,Mobile,Others,9,3.99,7,8043,774,11,41,3
2025-08-04,Spain,Social,Mobile,iOS,3,2.29,1,2471,115,1,7,2
2025-03-22,Ireland,Organic,Desktop,iOS,4,4.99,3,1926,417,12,36,9
2024-02-20,Ireland,Direct,Mobile,Android,6,5.86,6,7627,1498,26,90,24
2025-06-02,United Kingdom,Organic,Desktop,Android,6,4.43,6,3005,533,5,45,11
2024-01-09,United Kingdom,Referral,Tablet,Others,6,2.09,3,2498,282,3,16,5
2024-11-03,Germany,Paid,Mobile,Others,4,2.4,2,5596,413,6,23,3
2024-03-14,Spain,Referral,Mobile,Android,6,3.77,1,8123,784,11,46,10
2025-03-25,France,Social,Desktop,iOS,9,5.41,4,8495,664,18,26,6
2025-01-18,Ireland,Paid,Mobile,Android,5,4.69,2,2990,215,5,8,1
2025-02-13,Spain,Social,Desktop,iOS,8,3.0,7,4290,264,6,9,0
2024-04-16,Ireland,Paid,Mobile Web,iOS,5,2.43,4,8860,750,20,28,5
2024-09-24,France,Social,Desktop,iOS,1,5.52,1,3666,221,2,11,2
2024-01-17,France,Paid,Tablet,Android,5,4.9,4,4905,509,12,33,5
2025-08-22,France,CRM,Mobile,iOS,6,4.68,2,1454,367,7,34,11
2024-02-11,Germany,Organic,Mobile Web,Android,2,3.28,2,3270,501,12,25,5
2025-05-11,Spain,Paid,Desktop,Android,7,6.28,4,7939,848,10,43,3
2025-10-10,France,Direct,Desktop,Others,4,11.36,4,1688,319,7,20,4
2025-05-22,Ireland,Referral,Mobile Web,Others,5,1.29,2,7903,622,10,36,4
2025-10-06,Germany,Organic,Mobile,Others,4,2.69,1,8317,1338,29,69,6
2025-02-08,France,Paid,Tablet,Android,1,2.63,1,1466,122,3,11,0
2025-10-01,Ireland,Organic,Desktop,iOS,5,3.69,3,9329,1902,45,191,42
2024-04-19,Spain,Paid,Mobile Web,iOS,9,3.91,2,8060,581,6,22,0
2024-06-05,Spain,Paid,Mobile,Others,3,3.8,3,3739,270,1,17,0
2024-12-23,Ireland,Organic,Mobile,Android,5,3.88,5,8542,1075,26,63,12
2025-10-03,Italy,Paid,Mobile Web,Android,8,3.94,8,10234,860,12,49,4
2025-05-28,Ireland,Paid,Desktop,iOS,6,4.8,2,3553,371,8,18,1
2024-02-13,France,Organic,Mobile,Android,6,6.06,6,3457,423,12,22,5
2024-12-31,Germany,Organic,Desktop,iOS,6,7.5,1,11173,2580,79,246,71
2025-07-24,France,Referral,Mobile,iOS,2,3.91,1,9135,978,14,56,15
2025-05-24,Germany,Social,Mobile,Android,2,3.14,1,8328,433,6,17,3
2024-11-23,Italy,Organic,Desktop,iOS,3,7.18,2,4533,824,14,69,14
2024-04-01,Spain,Paid,Desktop,iOS,8,3.31,3,11467,1295,24,116,16
2024-07-05,Germany,CRM,Mobile Web,Android,5,3.63,4,7123,1504,14,101,30
2024-08-10,Italy,Paid,Desktop,Android,5,3.84,3,2736,237,6,13,5
2025-02-11,Spain,Organic,Desktop,iOS,6,10.53,3,4813,997,26,76,26
2024-09-30,Italy,Organic,Desktop,iOS,5,1.41,5,9004,1667,21,141,41
2024-01-03,France,Organic,Mobile Web,Android,5,5.79,4,6067,706,17,51,13
2025-05-07,Italy,Referral,Mobile,Android,4,3.43,1,1850,178,6,10,1
2025-07-30,France,Direct,Mobile,Others,6,6.12,1,2750,514,10,37,4
2025-09-13,Ireland,Organic,Desktop,iOS,4,8.05,1,1483,278,11,29,7
2025-04-12,Spain,Direct,Tablet,iOS,5,10.1,1,5257,1070,18,80,34
2025-01-14,Italy,Social,Desktop,iOS,6,3.52,3,6328,374,3,10,2
2025-08-09,United Kingdom,Direct,Mobile Web,Android,4,8.29,2,3772,850,30,62,13
2024-10-10,Ireland,Organic,Mobile,Android,7,3.96,6,3234,472,8,34,5
2024-11-10,France,Organic,Desktop,Others,3,5.57,1,3248,556,8,50,18
2024-12-13,Spain,Organic,Desktop,iOS,4,4.81,2,6179,1112,28,69,8
2024-04-12,Germany,Social,Mobile,Android,7,2.04,6,4741,226,8,6,0
2025-09-26,Italy,Referral,Mobile Web,Android,6,3.17,3,5876,493,13,29,6
2025-06-16,Spain,Direct,Desktop,iOS,2,7.68,1,3955,769,15,75,20
2025-06-13,Ireland,Direct,Desktop,iOS,5,11.46,2,3189,784,9,59,16
2025-08-07,Ireland,Organic,Mobile,iOS,3,5.15,2,2867,442,3,23,10
2025-03-26,Italy,Paid,Desktop,Android,6,7.16,3,1435,150,4,10,4
2024-12-24,Italy,Organic,Mobile,iOS,5,1.91,4,1246,203,0,13,3
2024-11-22,Italy,Referral,Mobile,Android,7,3.78,7,8602,948,7,53,9
2025-05-07,Spain,Direct,Desktop,iOS,3,9.31,1,2109,434,9,41,16
2024-11-29,United Kingdom,Referral,Mobile,Android,3,3.53,2,5324,607,10,35,3
2024-08-03,France,Paid,Desktop,iOS,1,5.53,1,1651,197,2,15,6
2024-08-15,Ireland,Organic,Mobile,iOS,5,7.0,3,7576,1345,36,100,23
2025-04-27,Italy,Social,Mobile,Android,6,3.0,5,2512,121,1,6,0
2024-04-14,Ireland,Social,Mobile,iOS,6,2.32,4,4501,231,4,7,0
2025-07-31,France,Social,Desktop,Android,10,2.69,7,4465,258,3,3,0
2024-01-03,Germany,Paid,Desktop,iOS,6,5.32,2,3688,503,11,38,12
2025-09-19,Spain,Organic,Mobile Web,Android,4,7.16,3,5937,606,11,35,7
2025-02-18,United Kingdom,Referral,Tablet,Android,5,3.53,4,10093,1211,29,79,19
2024-11-01,Ireland,Social,Desktop,Android,7,1.46,2,8716,427,12,13,1
2024-08-03,United Kingdom,Organic,Mobile,iOS,8,9.17,6,4625,937,11,60,11
2025-04-22,France,Organic,Mobile,iOS,8,5.62,8,8882,1579,36,106,32
2024-02-18,United Kingdom,Organic,Mobile,iOS,3,6.87,1,2511,451,3,25,6
2024-12-07,United Kingdom,Organic,Tablet,Android,4,3.86,1,6757,1139,26,95,23
2025-04-18,Ireland,Paid,Desktop,Android,2,7.0,2,6190,636,10,33,4
2024-10-21,Italy,Organic,Desktop,iOS,4,6.8,2,7665,1634,51,93,18
2024-09-03,Spain,Organic,Mobile Web,iOS,8,6.63,5,3794,516,5,38,9
2024-09-25,Ireland,Social,Tablet,Android,3,2.79,1,1215,66,0,3,1
2024-05-16,Ireland,Paid,Mobile,iOS,1,5.87,1,5019,369,11,22,2
2025-01-09,Germany,Organic,Mobile,Android,7,6.54,3,7281,1183,33,74,17
2025-02-14,Italy,Organic,Desktop,Android,4,5.01,3,4915,813,17,67,14
2024-08-16,France,Referral,Desktop,Android,7,2.59,1,1425,189,2,16,4
2025-10-11,France,Social,Mobile,Android,5,4.01,3,2279,99,3,4,0
2024-04-07,Italy,Organic,Desktop,Android,6,5.34,3,8558,1565,41,119,38
2024-12-02,Italy,Social,Desktop,Others,5,3.44,5,6615,402,15,17,0
2025-04-23,Ireland,Social,Desktop,Android,8,4.5,6,9191,557,19,24,4
2024-11-17,Germany,Organic,Tablet,Android,7,10.86,5,2559,491,16,28,14
2024-05-28,Germany,Paid,Desktop,iOS,7,3.8,2,10072,1283,29,80,17
2025-01-16,Spain,Organic,Mobile,iOS,5,1.65,3,1078,161,3,17,2
2025-08-19,France,CRM,Mobile,Others,8,2.22,1,7878,1596,16,107,25
2025-09-04,France,Organic,Mobile Web,iOS,3,5.84,2,4427,725,20,48,8
2025-01-05,France,Social,Desktop,Others,6,2.74,4,10620,582,10,21,1
2025-02-22,Spain,Referral,Mobile,Android,5,4.29,1,3753,299,4,12,1
2024-06-08,Italy,Organic,Mobile,Android,6,7.81,1,7092,1126,22,61,10
2025-10-05,Spain,Direct,Desktop,Android,5,3.77,3,3196,592,16,48,17
2024-07-17,Ireland,Paid,Desktop,iOS,1,5.28,1,5223,609,12,46,4
2024-09-01,Italy,Paid,Desktop,iOS,4,3.55,2,3824,404,2,24,3
2025-10-15,Germany,Social,Desktop,iOS,6,3.64,6,3712,232,2,14,1
2024-01-02,France,Direct,Mobile,Android,6,8.38,4,9631,1469,22,101,18
2025-04-21,France,Paid,Mobile,Android,4,3.65,1,6237,605,19,28,1
2025-02-14,United Kingdom,Direct,Mobile,iOS,4,4.71,3,7913,1439,38,115,26
2025-10-10,Spain,Paid,Mobile,iOS,5,6.5,4,2450,214,5,10,0
2024-09-17,Ireland,Organic,Mobile,Others,6,3.43,1,1362,219,2,21,3
2025-08-27,Ireland,Social,Desktop,iOS,6,3.99,4,7195,431,6,26,3
2024-10-24,Italy,Social,Mobile,Android,5,4.56,2,9730,381,2,12,0
2024-12-23,United Kingdom,Paid,Desktop,iOS,6,5.1,5,3600,436,9,24,8
2025-08-08,Ireland,Paid,Mobile,Others,5,1.58,3,1809,117,4,3,0
2025-06-14,France,Organic,Mobile,iOS,1,5.47,1,4644,773,3,43,6
2025-05-26,Ireland,Paid,Tablet,Android,6,1.27,2,7934,725,13,38,5
2025-02-16,France,Organic,Desktop,Others,4,5.81,3,7053,1142,24,68,13
2025-04-17,United Kingdom,Organic,Desktop,iOS,4,9.08,1,8669,2172,62,221,58
2025-09-15,United Kingdom,Direct,Mobile,Android,9,4.41,4,9311,1814,29,136,36
2024-01-20,Italy,Paid,Mobile,iOS,6,1.28,1,9286,917,20,57,10
2024-12-22,United Kingdom,Referral,Mobile,iOS,3,4.68,2,1710,210,7,11,1
2024-02-10,Spain,Organic,Desktop,Android,8,9.62,1,7804,1132,26,79,17
2024-02-06,United Kingdom,Direct,Desktop,iOS,5,9.02,4,10729,3047,50,329,128
2025-08-09,Italy,Social,Mobile,Others,4,3.25,4,1016,47,1,1,0
2025-08-11,Ireland,Paid,Desktop,Android,3,5.44,2,1009,115,3,8,2
2025-07-10,United Kingdom,Social,Mobile Web,iOS,5,2.8,4,3721,214,5,8,1
2025-06-25,Italy,Organic,Mobile,iOS,8,4.13,3,6613,1094,31,76,23
2024-04-10,France,Paid,Mobile Web,Android,6,4.44,3,7445,599,18,23,2
2024-06-08,Italy,Referral,Tablet,iOS,3,4.33,3,1446,142,3,12,3
2025-01-08,United Kingdom,Paid,Desktop,Android,7,5.09,6,6691,816,14,59,13
2025-07-16,Spain,Paid,Mobile,iOS,3,4.38,1,5074,391,7,18,1
2025-03-31,Spain,Organic,Desktop,iOS,5,7.94,4,4671,773,15,77,15
2024-12-27,Italy,Paid,Tablet,Others,5,0.5,2,5594,369,6,15,1
2025-03-14,Germany,Organic,Mobile,Android,7,3.69,7,2405,325,6,20,5
2025-01-11,Italy,Organic,Desktop,iOS,9,5.24,4,2918,457,12,46,16
2025-06-23,Ireland,Paid,Mobile Web,Android,5,3.82,3,1912,134,5,11,2
2024-02-16,Spain,Paid,Desktop,Android,6,5.36,4,6413,558,12,32,7
2025-04-10,Italy,Referral,Mobile,iOS,5,3.57,1,6863,660,15,38,7
2025-06-30,Germany,Organic,Mobile Web,Android,4,5.91,2,10079,1722,29,126,30
2024-10-03,Spain,Organic,Desktop,iOS,4,2.77,2,3639,599,11,45,14
2024-08-24,United Kingdom,Organic,Tablet,Android,9,6.26,4,10257,1939,37,171,37
2024-07-17,France,Organic,Mobile,Others,4,4.07,1,6962,1065,24,58,11
2024-03-17,Spain,Organic,Mobile,Android,8,4.42,1,5800,700,14,39,11
2024-02-18,France,Paid,Mobile,Others,2,2.75,1,8168,593,19,26,3
2024-11-13,Spain,CRM,Mobile,Android,5,1.27,4,3537,755,14,75,15
2025-10-12,Germany,Organic,Desktop,Android,5,4.02,4,8435,1754,52,148,40
2024-08-20,France,Organic,Desktop,Android,6,5.76,5,6053,1125,18,89,19
2024-08-18,Italy,Direct,Mobile,iOS,8,8.02,7,11094,2086,49,188,55
2025-08-04,France,Organic,Desktop,Others,2,8.36,2,9964,1690,20,114,26
2024-03-05,Italy,Paid,Mobile Web,Android,5,2.21,4,3949,232,5,13,2
2025-06-16,Ireland,Organic,Mobile,iOS,9,4.29,5,4109,624,23,48,17
2024-01-12,United Kingdom,Organic,Desktop,Android,6,6.62,2,9289,1942,35,170,42
2025-04-12,Ireland,Direct,Desktop,iOS,7,7.8,1,3162,721,10,60,17
2025-01-07,Ireland,Paid,Mobile Web,Android,5,2.97,2,6892,463,6,27,3
2025-01-08,Ireland,Paid,Tablet,Android,4,5.03,4,9172,865,12,54,10
2025-02-03,Spain,CRM,Desktop,Android,3,4.18,1,3785,750,16,88,23
2024-12-16,United Kingdom,Organic,Desktop,Android,4,3.58,2,1850,384,6,29,11
2024-08-30,Germany,Social,Desktop,Android,4,2.49,4,9268,557,10,22,4
2025-08-28,Ireland,Referral,Mobile,iOS,4,4.03,4,3203,370,10,24,2
2024-03-10,France,Social,Desktop,Others,3,3.92,3,3362,180,5,5,1
2025-03-15,Germany,Referral,Mobile,Android,2,3.17,2,5546,567,7,32,6
2024-03-31,Spain,Social,Desktop,Android,5,3.46,1,5776,269,6,8,1
2024-05-11,Germany,Organic,Desktop,Android,7,6.6,6,2889,550,20,56,23
2024-03-18,Germany,Referral,Tablet,Android,8,3.41,3,3426,363,2,20,3
2024-06-19,France,Paid,Mobile,Android,6,1.79,6,5917,490,11,21,2
2025-01-21,France,Paid,Tablet,Android,10,2.56,3,8356,774,10,40,4
2025-08-22,United Kingdom,Paid,Mobile,Android,5,4.88,1,9675,901,20,63,10
2025-08-04,Italy,Paid,Desktop,iOS,5,7.8,5,9124,865,8,42,10
2025-09-25,Germany,Organic,Desktop,Android,3,8.94,2,3790,816,21,61,13
2024-11-22,France,Paid,Mobile Web,Android,5,4.47,4,7478,574,23,24,4
2025-10-06,Italy,Direct,Mobile,iOS,4,10.32,3,1767,339,4,25,5
2025-01-21,Ireland,Organic,Desktop,Android,5,6.89,3,3236,565,17,49,9
2024-07-04,France,Paid,Mobile,iOS,5,4.54,2,4097,318,11,11,1
